id,description
31467,Hotel Rooms Bookings Starting At Rs.999
31468,Rs.100 discount on Booking Hotels Across India
31469,10% Cashback on Metro Card Recharge (Max. Cashback is Rs.100. only on Mumbai Metro)
31470,Rs.75 Cashback on First Electricity Bill Payment and first mobile bill payments of Rs.500+
31471,Upto Rs. 200 Cashback on Electricity Bill Payment (No Minimum Bill Value)
31472,5% Cashback on DTH Recharges (Max. Cashback is Rs 200)
31473,Rs. 550 Cashback on DTH Recharges of Rs. 6000+
31474,4% Cashback on Recharges and Bill payments of Rs 20+ (Max. Cashback is Rs.200)
31475,Rs. 150 Cashback on BSES Electricity Bill Payments of Rs. 300+
31476,Rs.100 Cashback on Reliance Bill payments of Rs. 500+
31477,Rs. 100 Cashback on Landline Bill Payment of Rs. 600+ (New User)
31478,Rs. 50 Cashback on Bill payments of Rs.1000+
31479,Rs. 200 Cashback on DTH Recharges of Rs.1000+ (New User)
31480,Rs.50 Cashback on DTH Recharges of Rs.300+ (New User)
31481,Rs. 200 Cashback on BSES Electricity Bill Payments of Rs. 200+
31482,Rs.100 Cashback on Electricity Bill Payment of Rs.1000+
31483,40% Cashback on all Bus Ticket Order (Max. cashback is Rs. 150)
31484,30% Cashback on all Bus Ticket Order (Max. cashback is Rs 120)
31485,"10% Cashback on Clothing For Men, Women, And Kids"
31486,15% Cashback on Printers & Scanners
31487,22% Cashback on Helmets
31488,15% Cashback on Headphones & Headsets
31489,15% Cashback on Headphones & Headsets
31490,10% Off on orders of Rs.1000+
31491,10% Off on orders of Rs.1000+
31492,10% Off on orders of Rs.1000
31493,30% Off on products listed at landing page (No Min. Purchase)
31494,30% OFF on products listed at landing page (No. Min. purchase)
31495,70% OFF on Selected Hotel Bookings (Max. Discount is Rs.4000)
31496,70% OFF  on goSTAYS Hotel Bookings (Max. Discount is Rs.1000)
31497,Rs.100 on all Bus bookings via PayUMoney
31498,Rs.75 discount on Bus Ticket Bookings Of Rs.950
31499,5% discount on All Bus Ticket Bookings Of Rs.1000
31500,6% discount on All Bus Ticket Bookings Of Rs.1000
31501,Fashionable Suits Starting At Rs.999
31502,Up To 70% discount on Loco En Cabeza Apparels
31503,Rs.250 discount on Second purchase
31504,Rs.400 discount on Electrolux Grill Microwave Oven
31505,32% discount + Extra 10% discount on Rico Food Factory
31506,Exclusive DCH Power Banks Starting At Rs.444
31507,Home Security & Projectors Starting At Rs.523
31508,Upto 47% Off on Electronics
31509,Imagica Boys Tees for just Rs.201
31510,20% OFF on Women's Fashion (Min. Purchase of Rs.2000)
31511,Extra 29% Off on Order of Rs.2900+
31512,Upto 50% OFF on Solved and Unsolved Practice Books
31513,Men's Fashion Everything under Rs.599
31514,XOLO Era 4G for just Rs.4777
31515,Upto 50% OFF on TVs and DTH
31516,Daily Needs Store Starting at Rs.15
31517,10% Cashback on Freecharge for HDFC Bank Card Users (Max. cashback is Rs.50)
31518,40% discount on Women's Ethnic Wear
31519,Extra 10% discount on products listed at landing page.
31520,Rs.650 discount on Return Journey Domestic Flight
31521,Rs.1000 discount on Return Journey International Flight
31522,Domestic Holidays Starting At Rs.5299
31523,Rs.5000 discount on Mauritius Holidays
31524,Upto Rs.2000 discount on Domestics Hotels
31525,Upto Rs.3000 discount on International Hotels
31526,Upto Rs.3000 discount on International Holiday Package
31527,Upto Rs.2000 discount on Domestics Holiday Package
31528,10% Cashback for Induslnd Bank Credit Card users
31529,10% discount on Purchase of Rs.500+
31530,15% discount on Min. Purchase of Rs.1500
31531,Extra 10% Off on orders of Rs. 1499+ for ICICI bank card users
31532,50% discount on Super Hero Merchandise Tees
31533,"Exotic Holidays Packages Starting At Rs.79,900"
31534,"Upto Rs.1,500 OFF on Holidays Bookings to Goa (Min. booking of Rs.30000)"
31535,"Jet Airways Offer New flight operation from Delhi and Mumbai to Dubai, Muscat, Bangkok"
31536,60% eCash on Bus Ticket Bookings (Cashback Upto Rs.3000)
31537,Fares Starting at Rs.1129 on Air Asia Flight Bookings
31538,No Deposit after 2 bookings with a Min. combined value of Rs.5000
31539,Rs.250 discount on Order of Rs.2500+
31540,Tees Offer Everything under Rs. 499
31541,Save 70% on Foldable Wardrobe by Kawachi Group
31542,Upto 10% OFF on Furnishing & Mattresses
31543,Flat 5% OFF on Home Furniture
31544,Upto 20% OFF on Furnishing & Mattresses
31545,Upto 30% OFF on Furnishing & Mattresses
31546,15% Off on Soft Toys Collection (Min. Purchase of Rs.699)
31547,15% Off on Birthday Gifts (Min. Purchase of Rs.699)
31548,Rs.200 Off on Exclusive Gifts For Him (Min. Purchase of Rs.899)
31549,Rs.150 Off on Min. Purchase of Rs.699
31550,Rs.100 Off on Anniversary Gifts
31551,20% Off on Min. Purchase of Rs.699
31552,15% Off on Desi Archies Catalogue
31553,Upto 50% OFF + Extra 50% Off on Footwear For Men
31554,Save Upto Rs.65 on Nescafe Coffee Classic
31555,20% Cashback when you pay via Airtel Money (Max. Cashback is Rs.100)
31556,Rs.100 OFF on Com-Paint Value Pack
31557,Rs.150 discount on First Purchase of Rs.1000+
31558,Rs. 500 off on Aircosta Flights Bookings
31559,Upto Rs.400 Cashback on Domestic Flight Bookings
31560,Salwar Suits for Women Starting at Rs.499
31561,Buy 1 Get 1 Free on Pizzas
31562,25% off on Order of Rs. 350+
31563,Rs.250 OFF on purchase of Rs.1500+ (on first transaction only)
31564,Up to 60% OFF on Women's Watch
31565,Rs.250 Off on Min. Purchase Of Rs.750
31566,"20% Off on Books,CDs & School Supplies on orders Rs.750+"
31567,20% off + Extra 20% Cashback on stationery products (Max. Cashback is Rs. 250)
31568,15% Off on Min. Purchase Of Rs.750
31569,20% OFF on Baby Gear
31570,30% OFF on Entire Fashion Range
31571,20% Off on Entire Toys Range
31572,Rs. 200 OFF on All Toys worth Rs. 500+
31573,Extra 10% OFF on all products except Diapers
31574,15% Off on Johnson & Johnson Products
31575,28% OFF on Min. purchase of Rs.1100
31576,"Rs. 100 OFF on All your orders (Min. purchase of Rs.499 not on Diapers, Combos, Bottles &amp;amp; Accessories and more"
31577,Rs.155 Off on Min. Purchase Of Rs.600
31578,Rs.225 Off on Min. Purchase Of Rs.500
31579,"55% off on Puma, Wrangler & more"
31580,16 GB Pendrive for just Rs. 299
31581,"Upto 70% off on Footwear like Barbie, Spiderman, Puma, Adidas & more"
31582,70% Off on Sarees & Dress Materials
31583,ZX110A Headphone for just Rs. 649
31584,"60% off on Fashion Products like WildHorn, Wildhide & more"
31585,Portronics Mobile Accessories for just Rs. 1099
31586,"Showpieces,Paintings & more for just Rs. 299"
31587,Laptop skins for just Rs. 129
31588,USB & AUX Cables + Free Shipping for just Rs. 279
31589,Selfie Sticks With Bluetooth Remote for just Rs. 229
31590,Kitchen Appliances From Pigeon for just Rs. 1199
31591,Premium Furnishing Range Everything under Rs.599
31592,Best Smartphones for You Starting At Rs.6999
31593,Gaming Consoles Starting At Rs.5990
31594,Up To  25% discount on LED TVs
31595,"Beds Offer Everything under Rs.20,000"
31596,Premium Men's Watches Starting At Rs.1975
31597,Best Offer on Mobile App
31598,Free Next Day Delivery on Selected Products
31599,Exchange Offer on Selected Products
31600,6% Cashback on Min Recharge of Rs.50 (Max. Cashback of Rs.50 and Not for Airtel transactions)
31601,10% Cashback on Min Recharge of Rs.50. Max. Cashback of Rs.100 (Not for Airtel transactions)
31602,15% Cashback on Rs.400 Postpaid Mobile bill Payment. Max Cashback Rs100. New User Only
31603,Rs. 100 Cashback on Landline Bill Payments of Rs.300+ for New Users (Not for Airtel transactions)
31604,Rs. 50 Cashback on Postpaid Bill Payment of Rs.400+ For New Users (Not for Airtel transactions)
31605,Rs. 25 Cashback on Recharges and Bill payments of Rs.50 For New Users (Not for Airtel transactions)
31606,Rs. 100 Cashback on DTH Recharge of Rs 300+ for New Users (Not for Airtel transactions)
31607,10% Cashback on Reliance Electricity Bill Payment
31608,3% Cashback on Min Transaction of Rs 50 for 3 Times for All Users
31609,5% Cashback on Min. transaction of Rs. 50 for 5 Times for All Users
31610,Up To 29% discount + Extra Rs.2000 discount on Nexus 6P Mobiles
31611,28% discount on Acer V5 123 (Black) Laptop
31612,31% discount on Xiaomi Mi Pad 16 GB (White)
31613,44% discount on Apple iPhone 6 A1586 16 GB (Gold)
31614,67% discount on Samsung Galaxy Note 3 N9000 32 GB (Black)
31615,20% discount on Motorola Moto G
31616,18% discount on OnePlus 2 A2003 64 GB
31617,Samsung Galaxy S4 Phone for just Rs. 14649
31618,Samsung Galaxy Note 2 Mobile for just Rs. 12149
31619,Apple Iphone 5S 32 GB Mobile for just Rs. 25149
31620,Apple Iphone 5 32GB Mobile for just Rs. 16649
31621,Rs. 200 OFF on Min. Purchase of Rs. 1000
31622,"Extra Rs.1,000 Discount on Min Purchase of Rs.19999"
31623,Extra Rs.250 Discount on Min Purchase of Rs.4999
31624,Extra Rs.350 Discount on Min Purchase of Rs.9999
31625,Extra Rs.500 Discount on Min Purchase of Rs.14999
31626,Extra Rs.750 Discount on Min Purchase of Rs.17499
31627,Extra Rs.50 Discount on Min Purchase of Rs.499
31628,"Extra Rs.1,500 Discount on Min Purchase of Rs.24999"
31629,Rs.75 Discount on Min Purchase of Rs.999
31630,"Extra Rs.150 Discount on Min Purchase of Rs.2,499"
31631,50% OFF on HealthViva Protein Shakes
31632,Chance To Win Fly Malaysia on Original HP Cartridges
31633,Rs.4000 OFF on Selected Products
31634,Upto Rs.3000 OFF on Selected Products
31635,Extra 20% OFF on Lifestyle Product (on purchase of Rs.1000+)
31636,Extra 5% OFF on Selected Products
31637,Hot Deal Offer on Selected Products
31638,Magic Box Offer on one day deals
31639,"Blue Star ACs Starting At Rs.19,000"
31640,Kaspersky Anti Virus Starting At Rs.303
31641,Best Prices Offer on Organic Food
31642,Dals & Pulses for just Rs.48
31643,Extra 20% off on All products
31644,Trendy classic wall clocks Everything under Rs.499
31645,Fresh & Beautiful Flowers Starting At Rs.399
31646,Delicious Cakes Starting At Rs.495
31647,Chocolates Offer Starting At Rs.299
31648,Rs.200 discount on Purchase of Rs.999+
31649,15% discount on All Products
31650,Rs.100 discount on Purchase of Rs.599+
31651,20% discount + Extra 1% discount on All Products
31652,Gifts Offer Starting At Rs.545
31653,"Unlimited Buffet Lunch, Dinner and Brunch @ Pondicherry Cafe - Sofitel Mumbai BKC, Mumbai Starting at Rs.1999"
31654,Upto 60% discount + Extra 25% discount on Travel And Getaway Deals
31655,Rs.100 Off on booking hotels across India
31656,30% OFF on select hotels across India
31657,40% Cashback on Hotel Bookings (Max. Cashback is Rs.5000)
31658,Rs.30 Cashback on Vodafone Recharges of Rs.400+ (only on Thursday)
31659,Rs.30 Cashback on Reliance Recharges of Rs.400+ (only on Wednesday)
31660,Rs.30 Cashback on Idea Recharges of Rs.400+ (only on Tuesday)
31661,Rs.30 Cashback on TATA Recharges of Rs.400+ (only on Saturday)
31662,5% Cashback on Recharges and Bill payments of Rs.20+ (Max. Cashback is Rs.200. Not on Airtel)
31663,5% Cashback on Mobile Recharges & Post Paid Payments for MTNL Users (Max. Cashback of Rs.200)
31664,Rs.30 Cashback on BSNL Recharges of Rs.400+ (only on Monday)
31665,Extra 25% OFF on Selected products
31666,Extra 10% OFF on Selected Products
31667,Rs.1000 OFF on Selected Brands Furniture (on orders of Rs.3000+)
31668,"30% OFF when you Register at Pepperfry (Min. Purchase of Rs.1000. Max. Discount of Rs.10,000. Not on Hot priced items)"
31669,10% OFF on orders of Rs.1000+
31670,Rs.50 OFF on Personalized Power Banks
31671,Rs.50 OFF on Custom Credit Card Pen Drives
31672,15% OFF on Custom Calendars
31673,15% OFF on Custom Hoodies
31674,30% OFF on Effit T-Shirts
31675,15% OFF on Custom Mobile Covers
31676,20% OFF on Personalized Mugs
31677,Rs.500 OFF on Purchase of Rs.2999+ (Not on gold and silver Coin)
31678,10% OFF on All Personalized Gifts
31679,Small Standee With Banner for just Rs.1120
31680,500 A5 Flyers for just Rs.1000
31681,Rs.100 OFF on All Products
31682,30% OFF on All Products
31683,Rs.200 OFF on All Orders
31684,15% Cashback using MobiKwik Wallet (Max. Cashback is Rs.150)
31685,Extra 10% OFF on Mobile App (on purchase of Rs.1000+. Max. Discount of Rs.300)
31686,Upto 70% OFF on Shoes by Shoeniverse
31687,Upto 70% OFF on Foot n Style Footwear
31688,55% OFF when you buy 4 Selected Products
31689,45% OFF when you buy 3 Selected Products
31690,35% OFF when you buy 2 Selected Products
31691,25% OFF when you buy 1 Selected Products
31692,Upto 46% OFF + Extra 20% OFF on Phive Rivers Handbags
31693,Rs.50 OFF on Min. purchase of Rs.100
31694,Upto 40% OFF on Home Appliances
31695,Fitness products Starting At Rs.49
31696,Upto 54% OFF on Storage Devices
31697,Women's Fashion Season's Best Trends For Women
31698,Upto 50% OFF on TVs and DTH
31699,Celebrating Women's Day on Women's Fashion
31700,25% OFF on purchase of 3 products
31701,Free Gift on purchase of Rs.3000+
31702,"Insurance Worth Rs.5,00,000 Free on Bus Ticket Bookings"
31703,Rs.100 Cashback on Bus Ticket Bookings
31704,Free MIA Jewellery Box on MIA Jewellery
31705,Rs.500 OFF + Rs.1000 eCash on Goa Packages
31706,"South East Asia Holiday Packages Starting at Rs.25,550"
31707,"Exotic Holiday Packages Starting at Rs.79,900"
31708,"Upto 25% eCash on International Flight Bookings (Not on SpiceJet, IndiGo, Air Asia, Malindo, Air Arabia and Fly Dubai)"
31709,"Malindo Air Fares Offer Starting at Rs.12,360"
31710,Rs.500 OFF on Air Costa Tickets
31711,Up To 70% OFF on Watches
31712,Buy 1 Get 1 Free on Men's Footwear
31713,Buy 3 @ Rs.599 on Clovia Lingerie
31714,Upto 60% OFF on Men's Party Wear
31715,Up To 60% OFF on Women's Party Wear
31716,20% OFF on Min. purchase of Rs.1349
31717,Rs.350 OFF on Min. purchase of Rs.1999
31718,20% discount on All Car Bookings
31719,Flat 10% OFF on Mens & Womens Wear
31720,Flat 10% OFF on Mens & Womens Wear
31721,Upto 20% OFF on Mens & Womens Wear
31722,Upto 20% OFF on Fashion Art Jewelry
31723,Get 5% OFF on Food Order of Rs.500 & above
31724,Upto 50% OFF on Grand Appliances Sale
31725,Rs.100 OFF + Extra 10% Cashback on Moto G and More (Max. Cashback is Rs.1500. Extra Chasback For SBI Card Users)
31726,Extra 10% OFF on Selected Mobiles
31727,Micromax Unite Q-3 for just Rs.5436
31728,Extra 20% OFF on Cricket Accessories (Min. Purchase of Rs.399. Max. Discount is Rs.1000)
31729,50% OFF + Extra 20% OFF on Kids Apparels (Min. Purchase of Rs.300)
31730,20% OFF on Automobile Accessories (Min. Purchase of Rs.99. Max. Discount is Rs.1500)
31731,Extra 25% OFF on Yonex Store (Min. Purchase of Rs.500. Max. Discount is Rs.1200)
31732,Upto 80% OFF + Extra 25% OFF on Shoe Racks & Shelves (Min. Purchase is Rs.400. Max. Discount is Rs.1000)
31733,"Upto 70% OFF + Extra 20% OFF on CCTVs, Spy Cameras, Safes And Locks (Min. Purchase of Rs.499)"
31734,Extra 25% OFF on Trimmers & Shavers
31735,Upto 70% OFF + Extra 20% OFF on purchase of Rs.2000+
31736,Rs.500 OFF on Min. purchase of Rs.3000 (Not on Feeding Bottles and Infant Food)
31737,Rs.700 OFF on purchase of Rs.2500+
31738,Buy 1 Get 1 Free on Movie Ticket by invitation for selected Idea customers
31739,Rs.70 OFF on All Products
31740,20% OFF on Min. purchase of Rs.350
31741,Up To 60% OFF on Dressing Tabels
31742,50% OFF on Eyewear - 
31743,Extra 15% OFF when you pay via PayTm Wallet (Max. Cashback is Rs.100)
31744,Upto 70% OFF on Aviators Eyewear
31745,30% OFF on Kids Tops and Tees
31746,20% OFF + 20% Cashback on Stationery (Not on Few Brands)
31747,20% OFF on Baby Gear & Nursery (Not on Few Brands)
31748,20% OFF + Extra 20% Cashback on 9 Most Loved Brands (Not on Few Products)
31749,Rs.400 OFF on Premium Store (on order of Rs.1100+)
31750,"20% OFF + Extra 20% Cashback on Bath, Skin & Health Care (Not on Few Products)"
31751,"Big Pay Day Treats on Mobile, Accessories and Large Appliances"
31752,Smart Phones Starting at Rs.7999
31753,Tupperware Kitchenware Starting at Rs.149
31754,45% OFF on Eveready & PowerCell
31755,16 GB OTG Pendrive for just Rs. 729
31756,50% OFF on Power Banks
31757,Pendrives Offer Everything under Rs.699
31758,"Earrings, Pendents & more Everything under Rs.399"
31759,2 in 1 Cables with Free Shipping for just Rs.279
31760,Zovi Men's Tshirts Everything under Rs.399
31761,CX -180 Headphone for just Rs.849
31762,16 GB Memory Card for just Rs.309
31763,40% OFF + Free Shipping on Books
31764,Nova Trimmer For Men for just Rs.449
31765,25% Cashback on Transaction of Rs.50+ For New User (Not for Airtel transactions. Max. Cashback is Rs.50)
31766,Rs.30 Cashback on Transaction of Rs.50+ For New User (Not for Airtel transactions)
31767,25% Cashback on Min. Purchase of Rs.499 (Max. Cashback is Rs.150)
31768,Rs.150 OFF on any Fat Burner (Min. Purchase of Rs.1499)
31769,Rs.100 OFF on Whey Protein (Min. Purchase is Rs.1500)
31770,Extra 10% OFF on MuscleBlaze products (expect My First Whey. Min. purchase is Rs.1500. Max. Discount is Rs.300)
31771,"Rs.250 on Min. Purchase of Rs.2999 (Not on ON,GNC, Abbott and Herbalife product)"
31772,"Extra 10% OFF on Vitamins, Ayurveda, Weight-loss, Health Food and Drinks products (Min. Purchase of Rs.1499. Max. Discount is Rs.Rs.300. Not on Few Products)"
31773,15% OFF on all Incredio products (Min. Purchase of Rs.1500. Max. Discount is Rs.300)
31774,Rs.150 OFF on HealthViva products (Min. Purchase of Rs.999)
31775,Upto 70% OFF + Extra 10% OFF on All Products (Max. Discount is Rs750)
31776,"Samsung Galaxy J7 for just Rs.14,999"
31777,Rs.150 OFF on Lava Mobiles
31778,Asus Zenfone Max for just Rs.9679
31779,50% OFF + Extra 15% OFF on Mobile App (Min. purchase of Rs.1999. From 12 PM To 6 PM)
31780,Buy 3 @ Rs.999 on Women's Apparel
31781,Buy 3 @ Rs.1299 on Women's Accessories
31782,10% OFF on Min. Purchase of Rs.1999
31783,25% OFF on Lifestyle Products
31784,Rs.250 OFF For ICICI Bank Users (Min. Purchase of Rs.999)
31785,30% OFF For HDFC Bank Users (Min. Purchase of Rs.1299)
31786,30% OFF for SBI Bank Users (on orders of Rs.999+)
31787,Shoes Offer Everything under Rs.499
31788,Bags Offer Everything under Rs.499
31789,55% OFF on All Domestic Hotels (Max. Discount of Rs.2000)
31790,"25% OFF on All International Hotels (Check outs till 3oth Jun, 2016. Max. Discount of Rs.1500)"
31791,"Burgers, Hot n Crispy Chicken, Fries and More, Valid at all KFC Outlets Starting at Rs.195"
31792,25% OFF on Hotel Bookings at Starcations (Min. Booking of Rs.4999. Max. Discount is Rs.2500)
31793,"Seaside - 3-Course Meal, Beverages and More at Hotel Bawa Continental, Juhu Tara R Starting at Rs.349"
31794,Rs.150 Cashback on DTH Recharges of Rs.1000 (For NEW users. Not on Airtel DTH)
31795,Upto 40% Cashback on Jewellery
31796,Upto 30% Cashback on Diapers
31797,30% Cashback on Lehengas (Max. Cashback is Rs.5000)
31798,25% Cashback on Sparx Footwear (Max. Cashback is Rs.4999)
31799,Upto 30% Cashback on Fossil Watches (Max. Cashback is Rs.5000)
31800,Upto 15% Cashback on Power Banks
31801,30% Cashback on Florsheim Footwear (Max. Cashback is Rs.4999)
31802,20% Cashback on Branded Power Tools
31803,"Upto Rs.4000 Cashback on Gaming Consoles (Min. purchase of Rs.10,000)"
31804,15% Cashback on Softwares (Max. Cashback is Rs.1200)
31805,Upto 30% OFF + Free Shipping on Selected Products (Max. Discount of Rs.1000)
31806,30% OFF on All products (Max. Discount is Rs.5000)
31807,Catbird Women's Footwear Starting at Rs.199
31808,Upto 60% OFF on UFO Kids Apparels
31809,Upto 50% OFF on TVs and DTH
31810,"Pride Of India Shop for All Things Indian â€“ Apparel, Collectibles and More"
31811,10% OFF on Air China (Travel Period from 22nd Mar to 28th Mar 2016.  for Travel Originating from Mumbai and Delhi only)
31812,20% Discount on Penny (Min. Purchase of Rs.1349)
31813,15% Discount on all products (Min. Purchase of Rs.1249)
31814,Rs.350 Discount on all products (Min. Purchase of Rs.1999)
31815,Get Special Discount on Food Order
31816,Up To 65% discount on Men's Sweaters & Sweatshirts
31817,Gift Cards for March Birthdays on Birthday Gift Cards
31818,100% Cashback + Extra 15% cashback on Activities (Payment via Paytm Wallet. Max. Cashback upto Rs. 750)
31819,Rs.700 Cashback on Domestic Roundtrip Flights Bookings with SimplyCLICK SBI Card.
31820,Up To 20% discount on Food Bill + Happy Hours
31821,10% discount on Weekdays Lunch & Dinner Buffet + Drinks
31822,Up To 25% discount on your Meals
31823,5% Discount on Min. Account Recharge Of Rs.300
31824,Chance To Win Samsung Mobile on Bus Ticket Booking
31825,20% discount on Selected Products
31826,Meenaz Jewellery Everything under Rs. 299
31827,"Prestige Coffee Makers & Kettles Starting At Rs.1,745"
31828,Personalized Gifts for just Rs.225
31829,"Clothes, Cosmetic, Jewellery At Best Price on products listed at landing page."
31830,Upto 68% discount on Crazy Skirts
31831,Oppo F1 Mobile for just Rs.15199
31832,Rs.1000 off on purchase of Rs.4990
31833,Rs.2000 OFF on all Sri Lankan Airlines bookings
31834,"Air Asia Flight Bookings Offer Starting at Rs.1129 (on flights Bookings from Bengaluru to Kochi, Goa, Visakhapatnam, Pune, New Delhi, Jaipur, Chandigarh)"
31835,Rs.2000 Discount on Etihad Airways Flights Bookings
31836,13% Cashback on recharge & bill payments (Selected Users|Non-Airtel)
31837,10% cashback on Delhi Jal Board (Max. MobiKwik cashback is Rs. 100)
31838,Get A Chance To Win iPhone 5s on Recharge Or Pay Bills Of Min. Rs.1000
31839,15% cashback on recharge for Telenor Users
31840,Up To 52% discount on Handmade Crochet Booties For Babies
31841,10% Off on purchase of Organic & Natural Home Made Baby Food
31842,Up To 50% discount on Alchohol Free Soft Baby Wipes
31843,Women's Handbags Made By Jute for just Rs.35
31844,Home Decor Products for Kids Room for just Rs.249
31845,Up To 25% discount on Skin Care Products
31846,Party & Gifts Items For Kids for just Rs.17
31847,Rs.50 discount on bus ticket bookings
31848,17% discount on Across Website
31849,Rs.200 discount on Purchase Of Rs.999+
31850,15% discount on Across Website
31851,21% discount on Purchase Of Rs.999+
31852,23% discount on Purchase Of Rs.1599+
31853,Rs.100 discount on Purcsahe Of Rs.499+
31854,12% discount on Across Website
31855,T - Shirts Offer Everything under Rs.499
31856,Jeans Offers Everything under Rs.999
31857,30% discount on Hotel Bookings
31858,15% discount on Hotel Bookings
31859,25% OFF on Eye Makeup
31860,Free Ipad Mini 4 on Masters Programs
31861,Upto 80% OFF on Women's Fashion
31862,The Family Wellness Store Health Monitoring Devices
31863,Top Selling Smartphones Everything under Rs.5000
31864,Upto 70% OFF on Computer and Accessories
31865,Home Kitchen and More Everything under Rs.999
31866,Rs.551 discount on Micromax Canvas Selfie 2 8GB Black
31867,Rs.2000 discount on All Gionee Elife S6 Silver
31868,Up To 10% discount on Micromax Canvas Mega 4G Q417 Blue
31869,"Rs.1,340 discount on Micromax Canvas Knight 2 E471"
31870,30% discount on Hotels Across India
31871,Upto 50% OFF + 80% eCash on Selected Domestic Hotel Bookings (Min. Booking of Rs.3000)
31872,10% - 50% OFF on Electrical Items 
31874,Upto 15% OFF on Eyewear
31875,Flat 20% OFF on Minimum Order of Rs.1000 & above 
31876,Upto 20% OFF on Furnishing & Mattresses
31877,Flat 10% OFF on Minimum Order of Rs.1000 & above
31878,Get 600 ml. Cold Drinks Free on Food Order of Rs.1000 & above
31880,Rs.500 OFF on Ladies & Kids Wear
31881,Flat 10% OFF on Shoes & Sandals
31882,Upto 50% OFF on Diamond Jewellery
31883,Save 50% on 8 Pcs. Mens Polo T-Shirts 
31884,Upto 30% OFF on all Sunglass
31885,Upto 50% OFF on Health & Beauty Products
31886,Get 5 inch Multimedia Smart Phone just for Rs.1999/-
31887,Upto 15% OFF on Sanitaryware
31888,Upto 15% OFF on Footwear
31889,Upto 20% OFF on Door Lock
31891,Upto 30% OFF on Kitchen Appliances
31892,40% discount on Footwear By Redtape At ABOF
31893,"Puma Brand Offers on Footwear, Accessories, Apparel and more"
31894,Redmi Note 3 Mobile Starting at Rs.9999
31895,Women's Day Discounts Beauty break for SuperWomen
31896,Bose Brand Offers With Fast delivery Option
31897,Extra 10% OFF on Selected Mobiles
31898,30% Off on purchase of Rs.2000
31899,Up To 20% discount on Briefs For Men
31900,Combo Offer on Nescafe Coffee Classic for just Rs.300
31901,20% OFF + 0% Making Charges on Jewellery
31902,Flowers And Gifts Starting At Rs.449
31903,Best Value Offer Everything under Rs.299
31904,"Emirates Bookings Sale when you fly to Europe and USA on Emirates (Starting at Rs. 33,390.)"
31905,Up To 50% discount on Bridal Lingerie
31906,2 Premium Bras For for just Rs.999
31907,Rs.400 OFF on Min. Purchase Rs.1000 on first transaction only
31908,14% discount on Min. Order of Rs.699
31909,Extra 30% discount on Your The Bomb Chocolates
31910,Free Personalised Name Badge Pay Only Shipping on products listed at landing page.
31911,Rs.209 discount on  Diva Framed Memento
31912,30% Off on Entire Fashion Range
31913,"20% OFF + 20% Cashback on Diapering Essentials (Not on Diapers, Combos, Bottles & Accessories and Formula & supplements)"
31914,"20% OFF + 20% Cashback on Bath, Skin & Health Care (Max. Cashback Is Rs. 250)"
31915,"25% off on Clothes, Shoes & Fashion"
31916,"Extra 10% OFF on Min. Purchase of Rs.1000 (Not On Diapers, Bottles & Accessories, Bottle Cleaning and more)"
31917,15% OFF on Min. Purchases of Rs.1499
31918,60% off on Mobile Accessories
31919,Extra 10% OFF For SBI Card Users (Min. purchase of Rs.5999. Max. Discount is Rs.1750)
31920,High Capacity Power Banks on Products listed at landing page
31921,E-Gifts Vouchers For Last minute Gifting on Few clicks
31922,Extra 11% off on Routers
31923,32 GB Memory Card for just Rs. 569
31924,Sarees Offers for just Rs. 299
31925,Best selling Designs BedSheets for just Rs. 499
31926,T250SI Headphone for just Rs. 849
31927,53% off on Kenstar Iron
31928,Rapstar Sunglasses for just Rs. 549
31929,Plant & Flower Seeds for just Rs. 199
31930,Washing Machines Starting at Rs.16000
31931,Upto Rs.6000 OFF on Beds
31932,Premium Watches with Replacement Warranty
31933,Upto 95% OFF + Extra 100% Cashback on Domestic Hotels (Max. Off is Rs.4400 and Max. Cashback is Rs.4000)
31934,Upto 70% OFF + Extra 100% Cashback on Domestic Hotels (Max. Discount  is Rs.3400)
31935,Extra 10% Cashback when you pay via Mobikwik
31936,15% discount on Cookie & Leo Collection
31937,Upto 83% OFF + Extra 10% OFF on personalised Programs
31938,Holi Special Funny Captioned Tees for Holi
31939,Stainless Steel Kitchen Products for just Rs.200
31940,"Handcrafted, Painted Unique Furniture for just Rs.6,525"
31941,Extra 1% discount when you pay via PayUmoney
31942,Energy Saving Acs on products at landing page
31943,Free Lipstick on Min. purchase of 1999
31944,10% off on Purchase of Rs.1599
31945,15% off on Purchase of Rs.1999
31946,Rs.100 Discount on Selected Doctors
31947,10% OFF on International hotel bookings using Standard Chartered Card (Max. Cashback Upto Rs. 1750)
31948,15% OFF on domestic hotel bookings using Standard Chartered Bank Cards (Max. Cashback Upto Rs. 1750)
31949,10% OFF + Extra Off on mobile app on domestic hotel bookings using SBI bank Cards (Max. Discount Upto Rs. 1500)
31950,10% OFF + Extra Off on mobile app on International hotel bookings using SBI Bank Cards (Max. Discount Upto Rs. 1500)
31951,4% OFF on offline domestic holiday bookings using Axis Bank Cards (Max. Cashback is Rs.1750)
31952,10% OFF + Extra Off on mobile app on domestic hotel bookings using Axis Bank Cards (Max. Discount Upto Rs. 1500)
31953,10% OFF + Extra Off on mobile app on international hotel bookings using Axis Bank Cards (Max. Discount Upto Rs. 1500)
